Price,Close,High,Low,Open,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Date,,,,,
2010-03-12,5945.10986328125,5989.8798828125,5934.14990234375,5944.56982421875,119231100
2010-03-15,5903.56005859375,5953.18994140625,5898.22021484375,5933.6298828125,85800100
2010-03-16,5970.990234375,5991.10986328125,5930.33984375,5935.18994140625,96262600
2010-03-17,6024.27978515625,6035.9501953125,5991.2099609375,5999.31005859375,117454400
2010-03-18,6012.31005859375,6039.39013671875,5995.68017578125,6005.2900390625,100887700
2010-03-19,5982.43017578125,6041.9501953125,5956.64990234375,6031.72998046875,242229400
2010-03-22,5987.5,5987.5,5910.85009765625,5960.85009765625,104197500
2010-03-23,6017.27001953125,6030.93994140625,5981.35009765625,5987.08984375,106650100
2010-03-24,6039.0,6044.64013671875,5964.759765625,6038.0,134221200
2010-03-25,6132.9501953125,6139.5,6038.0498046875,6043.83984375,137339700
2010-03-26,6120.0498046875,6135.9501953125,6105.669921875,6125.8701171875,107632900
2010-03-29,6156.85009765625,6172.85009765625,6128.2099609375,6150.169921875,94108000
2010-03-30,6142.4501953125,6203.5,6135.509765625,6187.64013671875,113421500
2010-03-31,6153.5498046875,6162.18017578125,6108.22998046875,6139.39990234375,111937500
2010-04-01,6235.56005859375,6238.56982421875,6186.58984375,6189.3798828125,94379800
2010-04-06,6252.2099609375,6265.31982421875,6214.18017578125,6250.009765625,93393200
2010-04-07,6222.41015625,6256.39990234375,6208.52001953125,6248.3701171875,91074400
2010-04-08,6171.830078125,6207.14013671875,6138.02001953125,6199.93994140625,104473900
2010-04-09,6249.7001953125,6254.490234375,6216.60009765625,6226.259765625,95227700
2010-04-12,6250.68994140625,6285.02978515625,6223.77978515625,6283.81005859375,113736900
2010-04-13,6230.830078125,6251.4599609375,6199.7099609375,6236.27978515625,100154400
2010-04-14,6278.39990234375,6305.14990234375,6249.919921875,6269.47998046875,119609300
2010-04-15,6291.4501953125,6310.759765625,6249.740234375,6286.6298828125,108953700
2010-04-16,6180.89990234375,6305.39990234375,6162.83984375,6264.64990234375,195883500
2010-04-19,6162.43994140625,6190.85986328125,6140.3798828125,6158.60009765625,133583500
2010-04-20,6264.22998046875,6267.5400390625,6172.56982421875,6193.5,133489200
2010-04-21,6230.3798828125,6281.3798828125,6229.18017578125,6280.5400390625,149364800
2010-04-22,6168.72021484375,6286.35986328125,6141.06982421875,6229.22998046875,174052000
2010-04-23,6259.52978515625,6287.5400390625,6170.39013671875,6192.6201171875,124506000
2010-04-26,6332.10009765625,6341.52001953125,6299.580078125,6317.1298828125,115432400
2010-04-27,6159.509765625,6333.0,6159.509765625,6332.39990234375,159970800
2010-04-28,6084.33984375,6159.02001953125,6024.009765625,6141.009765625,241133300
2010-04-29,6144.91015625,6159.41015625,6073.3701171875,6110.56005859375,194408800
2010-04-30,6135.7001953125,6205.72021484375,6085.6201171875,6155.56982421875,196569400
2010-05-03,6166.919921875,6190.06982421875,6089.93017578125,6122.759765625,112972200
2010-05-04,6006.85986328125,6197.0,5995.43017578125,6176.240234375,229250500
2010-05-05,5958.4501953125,6031.08984375,5929.35009765625,6021.06005859375,235306400
2010-05-06,5908.259765625,6009.47998046875,5884.39013671875,5919.93994140625,283585200
2010-05-07,5715.08984375,5905.35009765625,5655.18017578125,5790.669921875,321885400
2010-05-10,6017.91015625,6017.91015625,5805.97998046875,5814.41015625,280850400
2010-05-11,6037.7099609375,6042.10986328125,5918.14013671875,5922.02978515625,169545500
2010-05-12,6183.490234375,6217.240234375,6006.31005859375,6026.06005859375,186580700
2010-05-13,6251.97021484375,6276.7998046875,6196.89013671875,6240.669921875,120538700
2010-05-14,6056.7099609375,6233.7099609375,6014.77978515625,6226.490234375,173391100
2010-05-17,6066.919921875,6151.5400390625,6026.31982421875,6029.91015625,144988000
2010-05-18,6155.93017578125,6181.259765625,6113.8701171875,6144.080078125,122109600
2010-05-19,5988.669921875,6124.81005859375,5972.169921875,6091.85009765625,185439300
2010-05-20,5867.8798828125,6043.83984375,5780.72998046875,6023.10986328125,192604600
2010-05-21,5829.25,5872.64990234375,5689.18017578125,5835.22021484375,341947100
2010-05-24,5805.68017578125,5872.06982421875,5733.56982421875,5858.4501953125,91354000
2010-05-25,5670.0400390625,5690.25,5607.68017578125,5659.58984375,193420800
2010-05-26,5758.02001953125,5828.3701171875,5721.02001953125,5735.4599609375,172251000
2010-05-27,5937.14013671875,5952.2099609375,5802.35986328125,5802.64013671875,180623000
2010-05-28,5946.18017578125,5980.77978515625,5927.31005859375,5962.83984375,104018000
2010-05-31,5964.330078125,5993.93994140625,5931.2001953125,5933.580078125,45852600
2010-06-01,5981.27001953125,6012.0400390625,5833.60986328125,5943.93994140625,127463800
2010-06-02,5981.2001953125,5992.2099609375,5869.35009765625,5923.47998046875,99316200
2010-06-03,6054.6298828125,6101.830078125,6046.3798828125,6075.68017578125,102491100
2010-06-04,5938.8798828125,6114.580078125,5912.89990234375,6081.47021484375,131208800
2010-06-07,5904.9501953125,5954.47021484375,5851.93017578125,5876.47998046875,117565000
2010-06-08,5868.5498046875,5922.9501953125,5798.759765625,5916.85986328125,163228700
2010-06-09,5984.75,5993.93017578125,5832.97021484375,5895.93994140625,115040500
2010-06-10,6056.58984375,6089.43017578125,5925.06005859375,5959.10986328125,131094700
2010-06-11,6047.830078125,6084.7001953125,5983.27001953125,6082.89990234375,132370300
2010-06-14,6125.0,6137.25,6093.3798828125,6113.4599609375,96620900
2010-06-15,6175.0498046875,6194.25,6089.31982421875,6089.31982421875,118277000
2010-06-16,6190.91015625,6207.2998046875,6143.18017578125,6203.009765625,120767100
2010-06-17,6223.5400390625,6241.35986328125,6164.990234375,6181.77001953125,112716300
2010-06-18,6216.97998046875,6256.5498046875,6189.7099609375,6223.8798828125,260009000
2010-06-21,6292.97021484375,6330.81005859375,6263.41015625,6320.41015625,92615800
2010-06-22,6269.0400390625,6295.580078125,6216.39013671875,6254.85986328125,86801700
2010-06-23,6204.52001953125,6271.85009765625,6178.83984375,6219.2001953125,96948000
2010-06-24,6115.47998046875,6235.47998046875,6097.009765625,6232.3798828125,113903600
2010-06-25,6070.60009765625,6149.8701171875,6039.56005859375,6116.22998046875,101546500
2010-06-28,6157.22021484375,6168.990234375,6059.830078125,6097.3701171875,81583500
2010-06-29,5952.02978515625,6068.81982421875,5935.35009765625,6061.68017578125,122001100
2010-06-30,5965.52001953125,6001.02978515625,5938.2001953125,5972.259765625,110273900
2010-07-01,5857.43017578125,5953.83984375,5827.25,5885.60986328125,133033400
2010-07-02,5834.14990234375,5941.22021484375,5833.1201171875,5885.22021484375,103990600
2010-07-05,5816.2001953125,5861.0498046875,5809.3701171875,5853.75,58955400
2010-07-06,5940.97998046875,5995.64013671875,5842.06982421875,5847.47021484375,104933400
2010-07-07,5992.85986328125,5997.81982421875,5848.66015625,5896.18017578125,117657700
2010-07-08,6035.66015625,6057.52001953125,6006.68017578125,6025.85986328125,108892000
2010-07-09,6065.240234375,6078.56005859375,6039.31005859375,6070.47021484375,82687900
2010-07-12,6077.18994140625,6119.7001953125,6061.83984375,6079.9501953125,68496700
2010-07-13,6191.1298828125,6200.81982421875,6076.14013671875,6078.33984375,117515900
2010-07-14,6209.759765625,6226.5400390625,6161.1298828125,6215.22998046875,97857800
2010-07-15,6149.35986328125,6248.06982421875,6127.35986328125,6187.77978515625,114225200
2010-07-16,6040.27001953125,6205.43994140625,6018.64013671875,6165.509765625,143885200
2010-07-19,6009.10986328125,6083.1201171875,5993.5498046875,6034.8701171875,80327500
2010-07-20,5967.490234375,6052.509765625,5906.0400390625,6039.16015625,92837300
2010-07-21,5990.3798828125,6060.490234375,5976.919921875,6011.72021484375,79687600
2010-07-22,6142.14990234375,6148.1298828125,5961.85986328125,5971.08984375,100967900
2010-07-23,6166.33984375,6190.240234375,6112.5,6125.259765625,85493000
2010-07-26,6194.2099609375,6201.14013671875,6131.91015625,6201.02001953125,73220100
2010-07-27,6207.31005859375,6253.64013671875,6189.9599609375,6211.10009765625,134573900
2010-07-28,6178.93994140625,6249.16015625,6147.56982421875,6238.7099609375,102638200
2010-07-29,6134.7001953125,6243.419921875,6124.4501953125,6202.77978515625,111252400
2010-07-30,6147.97021484375,6184.5400390625,6059.18994140625,6123.41015625,105538800
2010-08-02,6292.1298828125,6304.259765625,6182.68017578125,6187.64013671875,104821000
2010-08-03,6307.91015625,6310.31982421875,6265.60986328125,6279.9501953125,99281900
2010-08-04,6331.330078125,6361.669921875,6264.27978515625,6287.64990234375,99509500
2010-08-05,6333.580078125,6382.56005859375,6321.3798828125,6332.81982421875,117072800
2010-08-06,6259.6298828125,6386.97021484375,6244.68994140625,6361.08984375,111202900
2010-08-09,6351.60009765625,6356.41015625,6318.1201171875,6326.6201171875,70334800
2010-08-10,6286.25,6333.25,6247.6201171875,6315.8701171875,83815500
2010-08-11,6154.06982421875,6236.56982421875,6143.580078125,6234.60009765625,107362000
2010-08-12,6135.169921875,6173.419921875,6097.72021484375,6141.89990234375,113104100
2010-08-13,6110.41015625,6168.7099609375,6068.81982421875,6163.10986328125,98258900
2010-08-16,6110.56982421875,6156.56982421875,6062.2900390625,6132.77978515625,74503300
2010-08-17,6206.39990234375,6215.35009765625,6123.7900390625,6125.31982421875,87901100
2010-08-18,6186.31005859375,6216.5498046875,6155.509765625,6183.1201171875,76996200
2010-08-19,6075.1298828125,6229.4599609375,6070.830078125,6216.330078125,105084200
2010-08-20,6005.16015625,6097.35009765625,5999.6298828125,6079.91015625,107089500
2010-08-23,6010.91015625,6055.22998046875,5995.3701171875,6017.18994140625,66569300
2010-08-24,5935.43994140625,5975.830078125,5869.2998046875,5962.8701171875,97950200
2010-08-25,5899.5,5954.9599609375,5837.89990234375,5925.47998046875,107849000
2010-08-26,5912.580078125,5948.91015625,5896.52001953125,5937.27001953125,90854800
2010-08-27,5951.169921875,5957.31982421875,5845.490234375,5899.990234375,117064900
2010-08-30,5912.41015625,5978.18994140625,5889.83984375,5973.47998046875,57738000
2010-08-31,5925.22021484375,5925.81005859375,5833.509765625,5846.02978515625,102991500
2010-09-01,6083.89990234375,6087.93994140625,5876.43017578125,5936.93994140625,119785800
2010-09-02,6083.85009765625,6104.08984375,6052.5498046875,6071.56005859375,96113500
2010-09-03,6134.6201171875,6178.009765625,6088.259765625,6091.66015625,94990500
2010-09-06,6155.0400390625,6164.93017578125,6140.97998046875,6156.2900390625,63508500
2010-09-07,6117.89013671875,6138.93017578125,6083.2001953125,6136.919921875,81983300
2010-09-08,6164.43994140625,6180.3798828125,6062.64990234375,6099.330078125,108640300
2010-09-09,6221.52001953125,6233.06982421875,6133.990234375,6141.83984375,102017200
2010-09-10,6214.77001953125,6224.64990234375,6182.56005859375,6186.22021484375,94002800
2010-09-13,6261.68017578125,6290.8701171875,6231.52001953125,6258.509765625,93974100
2010-09-14,6275.41015625,6287.77978515625,6231.3798828125,6261.77978515625,112788800
2010-09-15,6261.8701171875,6288.2001953125,6227.2001953125,6282.52001953125,104880700
2010-09-16,6249.64990234375,6281.10009765625,6233.97021484375,6255.14013671875,96808800
2010-09-17,6209.759765625,6321.2001953125,6185.740234375,6297.93017578125,232899500
2010-09-20,6294.580078125,6301.6298828125,6219.85009765625,6231.27978515625,96805800
2010-09-21,6275.97998046875,6339.97021484375,6275.97998046875,6281.06982421875,130949600
2010-09-22,6208.330078125,6297.39990234375,6192.43017578125,6286.330078125,133906500
2010-09-23,6184.7099609375,6263.740234375,6129.43994140625,6252.31005859375,117864900
2010-09-24,6298.2998046875,6310.27978515625,6146.419921875,6173.89013671875,114746400
2010-09-27,6278.89013671875,6324.08984375,6272.169921875,6307.8701171875,86116600
2010-09-28,6276.08984375,6311.919921875,6197.9599609375,6258.2001953125,109270100
2010-09-29,6246.919921875,6326.33984375,6223.14013671875,6296.27978515625,120081800
2010-09-30,6229.02001953125,6339.35986328125,6204.68994140625,6214.02001953125,137412300
2010-10-01,6211.33984375,6293.08984375,6187.22021484375,6244.06005859375,125509200
2010-10-04,6134.2099609375,6210.25,6128.5400390625,6205.0,90481300
2010-10-05,6215.830078125,6233.4501953125,6115.8701171875,6132.1201171875,106588200
2010-10-06,6270.72998046875,6289.56005859375,6242.52001953125,6248.81005859375,111931000
2010-10-07,6276.25,6321.7900390625,6233.14013671875,6278.60986328125,97564700
2010-10-08,6291.669921875,6295.08984375,6239.43017578125,6269.47998046875,124534200
2010-10-11,6309.509765625,6325.31005859375,6289.35986328125,6308.43017578125,79124000
2010-10-12,6304.56982421875,6316.77001953125,6228.39013671875,6257.02978515625,99634300
2010-10-13,6434.52001953125,6456.27001953125,6335.22021484375,6339.759765625,148838900
2010-10-14,6455.27001953125,6485.7099609375,6445.31982421875,6446.31982421875,110051500
2010-10-15,6492.2998046875,6512.77978515625,6438.77978515625,6478.0,137125800
2010-10-18,6516.6298828125,6533.830078125,6462.58984375,6465.830078125,91058500
2010-10-19,6490.68994140625,6544.7900390625,6472.18017578125,6508.35986328125,101370600
2010-10-20,6524.5498046875,6527.85009765625,6461.47998046875,6470.2998046875,95159700
2010-10-21,6611.009765625,6621.83984375,6504.66015625,6514.990234375,95687700
2010-10-22,6605.83984375,6623.93994140625,6586.39990234375,6594.89990234375,67471100
2010-10-25,6639.2099609375,6668.5400390625,6625.830078125,6645.4501953125,75742000
2010-10-26,6613.7998046875,6645.7001953125,6580.27978515625,6634.240234375,95124400
2010-10-27,6568.0,6629.1298828125,6553.25,6591.240234375,117914500
2010-10-28,6595.27978515625,6644.60986328125,6576.02001953125,6600.27978515625,104323100
2010-10-29,6601.3701171875,6630.97998046875,6569.25,6585.97021484375,93680300
2010-11-01,6604.85986328125,6670.89990234375,6586.009765625,6637.08984375,75385200
2010-11-02,6654.31005859375,6668.93017578125,6597.4599609375,6600.41015625,71574400
2010-11-03,6617.7998046875,6682.91015625,6604.75,6666.06982421875,82909600
2010-11-04,6734.68994140625,6757.2900390625,6676.419921875,6677.77978515625,130037000
2010-11-05,6754.2001953125,6775.169921875,6712.47021484375,6743.56005859375,111691700
2010-11-08,6750.5,6759.41015625,6728.35009765625,6746.43994140625,98820700
2010-11-09,6787.81005859375,6810.85986328125,6736.6298828125,6742.0498046875,109749700
2010-11-10,6719.83984375,6783.68994140625,6684.22021484375,6759.58984375,132576800
2010-11-11,6723.41015625,6750.39013671875,6700.47021484375,6747.7998046875,107482000
2010-11-12,6734.60986328125,6758.58984375,6617.97021484375,6650.919921875,117494900
2010-11-15,6790.169921875,6812.9599609375,6679.68994140625,6705.1298828125,95231800
2010-11-16,6663.240234375,6772.009765625,6663.14990234375,6751.1298828125,131975000
2010-11-17,6700.06982421875,6705.18994140625,6653.56982421875,6658.990234375,85428300
2010-11-18,6832.10986328125,6835.5400390625,6754.39990234375,6765.7001953125,99615600
2010-11-19,6843.5498046875,6854.08984375,6794.43017578125,6841.3701171875,107514800
2010-11-22,6822.0498046875,6901.93017578125,6805.97021484375,6892.02001953125,96805200
2010-11-23,6705.0,6827.830078125,6705.0,6791.75,115849900
2010-11-24,6823.7998046875,6833.7001953125,6701.97998046875,6740.60986328125,118626100
2010-11-25,6879.66015625,6885.81005859375,6823.18994140625,6834.68017578125,84547500
2010-11-26,6848.97998046875,6871.7099609375,6778.60009765625,6842.39013671875,101948600
2010-11-29,6697.97021484375,6907.60986328125,6697.97021484375,6867.77001953125,123908800
2010-11-30,6688.490234375,6763.52001953125,6655.93994140625,6732.58984375,132333700
2010-12-01,6866.6298828125,6868.81005859375,6736.68994140625,6748.35986328125,121565400
2010-12-02,6957.60986328125,6958.68994140625,6840.64990234375,6895.77001953125,130561600
2010-12-03,6947.72021484375,6977.91015625,6914.5,6947.31005859375,103221900
2010-12-06,6954.3798828125,6971.9501953125,6926.56982421875,6970.240234375,84507200
2010-12-07,7001.91015625,7042.669921875,6962.10009765625,6987.8798828125,112763600
2010-12-08,6975.8701171875,7013.52978515625,6956.669921875,6976.18994140625,89053100
2010-12-09,6964.16015625,7021.31005859375,6947.89990234375,7017.990234375,141055000
2010-12-10,7006.169921875,7018.10986328125,6973.31982421875,6987.68994140625,98519300
2010-12-13,7029.39013671875,7044.8701171875,7017.60009765625,7027.580078125,72037500
2010-12-14,7027.39990234375,7032.64990234375,7011.14013671875,7024.7900390625,75982500
2010-12-15,7016.3701171875,7029.740234375,6964.1298828125,7007.490234375,93677700
2010-12-16,7024.39990234375,7033.02978515625,6991.68994140625,7012.990234375,78306500
2010-12-17,6982.4501953125,7043.14990234375,6980.18017578125,7042.830078125,188705900
2010-12-20,7018.60009765625,7068.56005859375,6992.669921875,7000.3798828125,73899400
2010-12-21,7077.990234375,7087.83984375,7042.97998046875,7045.25,66695100
2010-12-22,7067.919921875,7084.10009765625,7067.7099609375,7079.22021484375,62438000
2010-12-23,7057.68994140625,7083.080078125,7042.580078125,7083.080078125,42131200
2010-12-27,6970.72998046875,7056.33984375,6943.0498046875,7055.31982421875,44519600
2010-12-28,6972.10009765625,6990.81005859375,6957.64990234375,6984.85009765625,32268800
2010-12-29,6995.47021484375,7008.31005859375,6981.7900390625,6989.5400390625,39088900
2010-12-30,6914.18994140625,7008.1201171875,6897.22021484375,6996.56005859375,43679800
2011-01-03,6989.740234375,7026.6201171875,6969.830078125,6973.39013671875,61893200
2011-01-04,6975.35009765625,7025.85986328125,6952.02001953125,6979.68017578125,87665600
2011-01-05,6939.81982421875,6967.240234375,6842.89990234375,6966.080078125,117141900
2011-01-06,6981.39013671875,7047.58984375,6949.06982421875,6949.47998046875,91236400
2011-01-07,6947.83984375,7010.89013671875,6939.8798828125,6991.5498046875,92626900
2011-01-10,6857.06005859375,6941.39013671875,6835.740234375,6920.35986328125,93167900
2011-01-11,6941.56982421875,6951.18994140625,6860.52001953125,6879.39013671875,115258100
2011-01-12,7068.77978515625,7070.39990234375,6958.5,6958.83984375,122555700
2011-01-13,7075.10986328125,7084.06982421875,7036.08984375,7075.5400390625,160361400
2011-01-14,7075.7001953125,7083.02001953125,7015.35009765625,7055.419921875,125089000
2011-01-17,7078.06005859375,7087.43017578125,7055.830078125,7072.75,79250900
2011-01-18,7143.4501953125,7156.25,7099.1201171875,7100.47998046875,121727300
2011-01-19,7082.759765625,7165.0,7077.22998046875,7163.3701171875,110001900
2011-01-20,7024.27001953125,7084.240234375,7008.6201171875,7074.89013671875,154426700
2011-01-21,7062.419921875,7122.89013671875,7023.68994140625,7047.7001953125,173919200
2011-01-24,7067.77001953125,7089.6201171875,7000.41015625,7080.77978515625,121571600
2011-01-25,7059.009765625,7102.080078125,7043.64013671875,7096.83984375,122874800
2011-01-26,7127.35009765625,7160.85986328125,7087.25,7092.89013671875,109512300
2011-01-27,7155.580078125,7180.14990234375,7114.35009765625,7120.64013671875,113476500
2011-01-28,7102.7998046875,7177.22998046875,7102.7998046875,7155.47021484375,96018200
2011-01-31,7077.47998046875,7107.3701171875,7033.08984375,7094.56005859375,93018500
2011-02-01,7184.27001953125,7190.75,7105.31005859375,7133.33984375,117369400
2011-02-02,7183.669921875,7222.1298828125,7160.35986328125,7202.6201171875,114242400
2011-02-03,7193.68017578125,7198.97998046875,7144.080078125,7175.75,105091300
2011-02-04,7216.2099609375,7226.64013671875,7186.240234375,7216.66015625,94076900
2011-02-07,7283.6201171875,7287.66015625,7214.0498046875,7222.0498046875,93205600
2011-02-08,7323.240234375,7325.02978515625,7272.7998046875,7274.169921875,98883400
2011-02-09,7320.89990234375,7350.77978515625,7310.43994140625,7319.1201171875,81819000
2011-02-10,7340.27978515625,7340.8701171875,7269.52978515625,7322.6201171875,105376400
2011-02-11,7371.2001953125,7390.47998046875,7283.8701171875,7320.06982421875,96097500
2011-02-14,7396.6298828125,7424.35986328125,7378.41015625,7403.830078125,69641000
2011-02-15,7400.0400390625,7420.68994140625,7376.240234375,7397.68017578125,101585600
2011-02-16,7414.2998046875,7438.419921875,7399.81982421875,7414.22998046875,122447300
2011-02-17,7405.509765625,7434.93017578125,7364.0400390625,7429.0,112233100
2011-02-18,7426.81005859375,7427.2998046875,7379.93994140625,7422.10986328125,122186000
2011-02-21,7321.81005859375,7441.81982421875,7310.68994140625,7412.06005859375,100847900
2011-02-22,7318.35009765625,7350.9501953125,7259.669921875,7293.10986328125,121301400
2011-02-23,7194.60009765625,7310.72998046875,7183.2998046875,7295.1201171875,118018600
2011-02-24,7130.5,7156.0498046875,7093.91015625,7134.7001953125,137570400
2011-02-25,7185.169921875,7194.02001953125,7130.14990234375,7139.8798828125,114084700
2011-02-28,7272.31982421875,7305.490234375,7148.93994140625,7173.58984375,101476200
2011-03-01,7223.2998046875,7356.330078125,7193.77978515625,7309.7998046875,112179300
2011-03-02,7181.1201171875,7202.580078125,7122.68994140625,7169.0400390625,111139900
2011-03-03,7225.9599609375,7294.0400390625,7191.14013671875,7225.22998046875,95318500
2011-03-04,7178.89990234375,7311.25,7157.1201171875,7262.5400390625,97463100
2011-03-07,7161.93017578125,7270.81005859375,7127.31005859375,7137.81005859375,86671800
2011-03-08,7164.75,7222.16015625,7072.47021484375,7211.06005859375,143918800
2011-03-09,7131.7998046875,7217.5400390625,7109.259765625,7177.5498046875,129975700
2011-03-10,7063.08984375,7109.7099609375,7021.9501953125,7078.68994140625,131965800
2011-03-11,6981.490234375,7014.02001953125,6963.31005859375,7002.259765625,141420300
2011-03-14,6866.6298828125,6946.43994140625,6847.93994140625,6896.31005859375,170810200
2011-03-15,6647.66015625,6714.830078125,6483.39013671875,6668.990234375,284442100
2011-03-16,6513.83984375,6733.02978515625,6501.85009765625,6696.31005859375,202700000
2011-03-17,6656.8798828125,6692.830078125,6517.18017578125,6557.85009765625,146277000
2011-03-18,6664.39990234375,6761.31005859375,6655.68994140625,6715.169921875,252614000
2011-03-21,6816.1201171875,6829.75,6781.2998046875,6782.2998046875,218418400
2011-03-22,6780.97021484375,6826.02978515625,6765.06005859375,6823.080078125,119673000
2011-03-23,6804.4501953125,6807.3798828125,6720.02001953125,6749.18017578125,95709800
2011-03-24,6933.580078125,6941.72021484375,6787.0400390625,6798.080078125,103543200
2011-03-25,6946.35986328125,6985.25,6920.56982421875,6971.77001953125,80873800
2011-03-28,6938.6298828125,6981.18994140625,6915.580078125,6931.85986328125,72637400
2011-03-29,6934.43994140625,6960.16015625,6867.419921875,6952.509765625,93210600
2011-03-30,7057.14990234375,7065.27001953125,7002.77001953125,7010.77001953125,100538400
2011-03-31,7041.31005859375,7079.759765625,7041.31005859375,7068.2900390625,96954200
2011-04-01,7179.81005859375,7192.3798828125,7086.56005859375,7086.56005859375,103281900
2011-04-04,7175.330078125,7200.259765625,7168.240234375,7178.58984375,79269800
2011-04-05,7175.31005859375,7186.35009765625,7129.41015625,7174.68994140625,104322600
2011-04-06,7215.10986328125,7242.68994140625,7157.68017578125,7197.3701171875,153818400
2011-04-07,7178.77978515625,7241.08984375,7175.35009765625,7212.4599609375,125928000
2011-04-08,7217.02001953125,7232.8701171875,7195.43994140625,7226.7900390625,117232400
2011-04-11,7204.85986328125,7224.740234375,7157.330078125,7215.33984375,108138900
2011-04-12,7102.91015625,7177.740234375,7089.169921875,7131.43994140625,147603100
2011-04-13,7177.97021484375,7201.1201171875,7122.509765625,7135.2099609375,182464900
2011-04-14,7146.56005859375,7184.93017578125,7099.66015625,7160.990234375,134223300
2011-04-15,7178.2900390625,7193.3798828125,7144.9599609375,7166.97998046875,187053300
2011-04-18,7026.85009765625,7174.75,6994.56005859375,7165.990234375,163927600
2011-04-19,7039.31005859375,7078.7900390625,7027.0400390625,7050.85009765625,130648600
2011-04-20,7249.18994140625,7261.259765625,7136.740234375,7137.10009765625,142610300
