Date,Close,High,Low,Open,Volume
2010-01-04,37.6309814453125,37.69084306260492,37.10855618228791,37.39697807367855,27809100
2010-01-05,37.77789688110352,37.79422201536927,37.44049970130389,37.65273475048922,30174700
2010-01-06,38.10442352294922,38.4200567202379,37.73437181106131,37.79423342268042,35044700
2010-01-07,37.98470306396485,38.1261903663809,37.77790690342906,38.03912157657612,27192100
2010-01-08,37.83232498168945,37.957491295938105,37.66906944572995,37.92484101911948,24891800
2010-01-11,38.25678634643555,38.37650537139891,37.9030599108606,38.06087644832834,30685000
2010-01-12,38.06632614135742,38.08809437527949,37.83232281652789,37.94116398613819,31496700
2010-01-13,37.913944244384766,38.11529724959316,37.69082716194886,38.0717607914078,24884400
2010-01-14,37.91938781738281,37.95203808550062,37.73980303900445,37.84320109053112,18630800
2010-01-15,37.60920333862305,37.924836483005365,37.35887489193336,37.90306825044115,29411900
2010-01-19,37.69626998901367,37.739806451684416,37.23370649076749,37.40784818958484,26081900
2010-01-20,37.02146911621094,37.36431354852928,36.96705061719916,37.30989089765216,34629500
2010-01-21,36.297698974609375,37.08678191432382,36.18886195279109,37.0704567762377,39114000
2010-01-22,35.9711799621582,36.537141550007405,35.91676145699047,36.19974017498217,39085500
2010-01-25,35.83514404296875,36.33036216091805,35.748075234897435,36.21608201489912,29305100
2010-01-26,35.873226165771484,36.319464565731735,35.64466594546974,35.72085268557032,34083300
2010-01-27,35.66644287109375,35.949421667310006,35.37257787971515,35.73174758646687,35723500
2010-01-28,35.350807189941406,35.83513904440641,35.1385720695294,35.83513904440641,37349800
2010-01-29,35.06238555908203,35.81881415284112,34.83926424271662,35.45420552313183,40880500
2010-02-01,36.01471710205078,36.13988340296175,35.56303561214784,35.79159582925564,37703000
2010-02-02,36.43919372558594,36.52626667242173,36.172540091667926,36.314031554342776,34057900
2010-02-03,36.2432746887207,36.586119141365565,36.22150645745233,36.39564815573371,24024700
2010-02-04,35.22018814086914,36.1072216521744,35.19841991243732,36.063685195310754,33858200
2010-02-05,35.26373291015625,35.3181514181309,34.58893220123233,35.20931025031558,42297500
2010-02-08,35.247291564941406,35.87171878830728,35.2418129601186,35.55403075075259,30519400
2010-02-09,35.7128791809082,35.99222957240688,35.362323629555746,35.66358426538292,36243300
2010-02-10,35.52116775512695,35.72383436947457,35.14322755398082,35.64715060814338,21699100
2010-02-11,35.73480224609375,35.86626375923026,35.28017809476156,35.43354568113418,23555200
2010-02-12,35.493770599365234,35.680001331670525,35.20894171837465,35.39517662963005,30636200
2010-02-16,36.304443359375,36.35921688089908,35.64715274318252,35.84434076383063,30514900
2010-02-17,36.01960372924805,36.39754379762597,35.915531155879435,36.337291695038886,21821800
2010-02-18,36.12916564941406,36.20037080963081,35.795041734866835,36.041528850605125,22536700
2010-02-19,36.07987976074219,36.28254225935397,35.838871190552105,35.92650801128758,24264600
2010-02-22,35.822418212890625,36.21679411870178,35.740255869354904,36.20583691079014,20469700
2010-02-23,35.57046890258789,35.91006724269533,35.137750979238014,35.74574667846806,33372900
2010-02-24,35.90459442138672,36.07987220510489,35.4773509058062,35.60881237780882,21469600
2010-02-25,35.680030822753906,35.69646246813288,35.25826993519712,35.389727277182494,25668800
2010-02-26,35.60333633422852,35.822434624383455,35.559515840407066,35.74575084967207,20129700
2010-03-01,35.822418212890625,35.89910195247053,35.65261492186337,35.80050797601774,18798600
2010-03-02,35.87173080444336,36.03605557256373,35.68549996759588,35.96485040181954,24823900
2010-03-03,35.83885955810547,36.13464156762048,35.81147070985441,36.02509035356778,22279800
2010-03-04,35.822418212890625,35.94839685122173,35.647140496857936,35.795029372061926,21961100
2010-03-05,36.40850830078125,36.43589296629481,36.0305639777161,36.129157967256965,26837900
2010-03-08,36.41399765014648,36.58379683486639,36.27706174532019,36.57283962226707,20297200
2010-03-09,36.578311920166016,36.80288877124701,36.27157688352023,36.32635040021391,29003100
